Incident_StartDate,YEAR,MONTH,DAY,WEEKDAY,WEEK,X,Y,ONS_Neighbourhood_2019,LAT,LNG
2020-08-23,2020,8,23,Sunday,34,369571.7129,5030899.57,Old Ottawa East,45.4063392,-75.676384
2020-09-06,2020,9,6,Sunday,36,369571.7129,5030899.57,Old Ottawa East,45.4063392,-75.676384
2020-10-03,2020,10,3,Saturday,40,369336.5441,5030499.025,Old Ottawa East,45.4063392,-75.676384
2020-10-09,2020,10,9,Friday,41,368915.711,5030071.563,Old Ottawa East,45.4063392,-75.676384
2020-09-25,2020,9,25,Friday,39,369075.8049,5031012.79,Old Ottawa East,45.4063392,-75.676384
2020-10-12,2020,10,12,Monday,42,369261.4759,5030476.888,Old Ottawa East,45.4063392,-75.676384
2020-10-21,2020,10,21,Wednesday,43,369200.5841,5029602.468,Old Ottawa East,45.4063392,-75.676384
2020-11-05,2020,11,5,Thursday,45,369571.7129,5030899.57,Old Ottawa East,45.4063392,-75.676384
2020-11-10,2020,11,10,Tuesday,46,369336.5441,5030499.025,Old Ottawa East,45.4063392,-75.676384
2020-12-01,2020,12,1,Tuesday,49,368972.3359,5030633.11,Old Ottawa East,45.4063392,-75.676384
2018-04-30,2018,4,30,Monday,18,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-05-10,2018,5,10,Thursday,19,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-05-15,2018,5,15,Tuesday,20,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-05-15,2018,5,15,Tuesday,20,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-05-18,2018,5,18,Friday,20,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-06-13,2018,6,13,Wednesday,24,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-06-18,2018,6,18,Monday,25,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-07-09,2018,7,9,Monday,28,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-07-21,2018,7,21,Saturday,29,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-08-10,2018,8,10,Friday,32,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-08-15,2018,8,15,Wednesday,33,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-08-10,2018,8,10,Friday,32,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-08-20,2018,8,20,Monday,34,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-03,2018,9,3,Monday,36,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-06,2018,9,6,Thursday,36,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-08-04,2018,8,4,Saturday,31,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-10,2018,9,10,Monday,37,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-10,2018,9,10,Monday,37,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-12,2018,9,12,Wednesday,37,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-07,2018,9,7,Friday,36,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-17,2018,9,17,Monday,38,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-19,2018,9,19,Wednesday,38,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-18,2018,9,18,Tuesday,38,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-23,2018,9,23,Sunday,38,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-19,2018,9,19,Wednesday,38,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-24,2018,9,24,Monday,39,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-26,2018,9,26,Wednesday,39,367726.7101,5027602.5430000005,Carleton University,45.3875812,-75.69602019999999
2018-09-27,2018,9,27,Thursday,39,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-27,2018,9,27,Thursday,39,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-28,2018,9,28,Friday,39,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-10-01,2018,10,1,Monday,40,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-28,2018,9,28,Friday,39,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-30,2018,9,30,Sunday,39,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-10-02,2018,10,2,Tuesday,40,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-14,2018,9,14,Friday,37,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-23,2018,9,23,Sunday,38,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-10-06,2018,10,6,Saturday,40,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-10-09,2018,10,9,Tuesday,41,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-10-09,2018,10,9,Tuesday,41,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-09-23,2018,9,23,Sunday,38,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-10-02,2018,10,2,Tuesday,40,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-10-18,2018,10,18,Thursday,42,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-10-23,2018,10,23,Tuesday,43,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-10-27,2018,10,27,Saturday,43,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-11-01,2018,11,1,Thursday,44,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-11-05,2018,11,5,Monday,45,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-11-05,2018,11,5,Monday,45,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-11-05,2018,11,5,Monday,45,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-11-27,2018,11,27,Tuesday,48,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-12-05,2018,12,5,Wednesday,49,367771.709,5027976.546,Carleton University,45.3875812,-75.69602019999999
2018-11-28,2018,11,28,Wednesday,48,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-12-11,2018,12,11,Tuesday,50,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-12-18,2018,12,18,Tuesday,51,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-12-21,2018,12,21,Friday,51,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2018-12-15,2018,12,15,Saturday,50,367726.7101,5027602.5430000005,Carleton University,45.3875812,-75.69602019999999
2019-05-02,2019,5,2,Thursday,18,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-05-07,2019,5,7,Tuesday,19,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-05-30,2019,5,30,Thursday,22,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-06-24,2019,6,24,Monday,26,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-07-09,2019,7,9,Tuesday,28,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-08-01,2019,8,1,Thursday,31,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-08-09,2019,8,9,Friday,32,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-08-22,2019,8,22,Thursday,34,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-08-30,2019,8,30,Friday,35,367765.3096,5028398.115,Old Ottawa South,45.3931867,-75.6835293
2019-09-09,2019,9,9,Monday,37,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-09-09,2019,9,9,Monday,37,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-09-20,2019,9,20,Friday,38,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-09-30,2019,9,30,Monday,40,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-10-05,2019,10,5,Saturday,40,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-10-07,2019,10,7,Monday,41,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-10-11,2019,10,11,Friday,41,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-10-19,2019,10,19,Saturday,42,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-11-18,2019,11,18,Monday,47,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2019-09-20,2019,9,20,Friday,38,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2020-06-17,2020,6,17,Wednesday,25,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2020-07-06,2020,7,6,Monday,28,367922.7101,5028091.547,Old Ottawa South,45.3931867,-75.6835293
2020-08-06,2020,8,6,Thursday,32,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2020-09-21,2020,9,21,Monday,39,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2020-09-27,2020,9,27,Sunday,39,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2020-09-11,2020,9,11,Friday,37,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2020-10-04,2020,10,4,Sunday,40,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2020-10-17,2020,10,17,Saturday,42,367417.5989,5026899.964,Carleton University,45.3875812,-75.69602019999999
2020-09-07,2020,9,7,Monday,37,371145.709,5034781.603,Beechwood Cemetery,45.4448127,-75.6664581
2018-06-09,2018,6,9,Saturday,23,366434.914,5030993.594,Lebreton Development,45.413947,-75.71467439999999
2018-07-10,2018,7,10,Tuesday,28,366264.25700000004,5031006.688,Lebreton Development,45.413947,-75.71467439999999
2018-07-31,2018,7,31,Tuesday,31,366114.6989,5031292.577,Lebreton Development,45.413947,-75.71467439999999
2018-07-26,2018,7,26,Thursday,30,366434.914,5030993.594,Lebreton Development,45.413947,-75.71467439999999
2018-08-11,2018,8,11,Saturday,32,366434.914,5030993.594,Lebreton Development,45.413947,-75.71467439999999
2018-08-13,2018,8,13,Monday,33,366434.914,5030993.594,Lebreton Development,45.413947,-75.71467439999999
2018-08-18,2018,8,18,Saturday,33,366434.914,5030993.594,Lebreton Development,45.413947,-75.71467439999999
2018-08-19,2018,8,19,Sunday,33,366434.914,5030993.594,Lebreton Development,45.413947,-75.71467439999999
2018-08-20,2018,8,20,Monday,34,366434.914,5030993.594,Lebreton Development,45.413947,-75.71467439999999
2018-08-18,2018,8,18,Saturday,33,366434.914,5030993.594,Lebreton Development,45.413947,-75.71467439999999
2018-10-16,2018,10,16,Tuesday,42,366114.6989,5031292.577,Lebreton Development,45.413947,-75.71467439999999
2018-10-25,2018,10,25,Thursday,43,366434.914,5030993.594,Lebreton Development,45.413947,-75.71467439999999
2019-05-30,2019,5,30,Thursday,22,366233.5781,5031084.813999999,Lebreton Development,45.413947,-75.71467439999999
2019-07-13,2019,7,13,Saturday,28,366516.2071,5031314.64,Centretown,45.415339,-75.696404
2019-07-12,2019,7,12,Friday,28,366434.914,5030993.594,Lebreton Development,45.413947,-75.71467439999999
2019-07-14,2019,7,14,Sunday,28,366434.914,5030993.594,Lebreton Development,45.413947,-75.71467439999999
2020-05-31,2020,5,31,Sunday,22,366434.914,5030993.594,Lebreton Development,45.413947,-75.71467439999999
2019-10-12,2019,10,12,Saturday,41,365807.82899999997,5030279.188,West Centretown,45.4058547,-75.708367
2020-08-27,2020,8,27,Thursday,35,366402.7011,5030675.571,Lebreton Development,45.413947,-75.71467439999999
2018-06-30,2018,6,30,Saturday,26,379480.8626,5036868.3,Orl�ans Industrial,45.4215296,-75.69719309999999
2018-09-25,2018,9,25,Tuesday,39,379543.2619,5036269.061000001,Chapel Hill North,45.45753089999999,-75.5395161
2019-09-16,2019,9,16,Monday,38,379480.8626,5036868.3,Orl�ans Industrial,45.4215296,-75.69719309999999
2018-09-01,2018,9,1,Saturday,35,367235.7101,5023622.511,Hunt Club South Industrial,45.3519982,-75.672889
2018-09-28,2018,9,28,Friday,39,366437.2917,5022459.242,Hunt Club South Industrial,45.3519982,-75.672889
2018-06-06,2018,6,6,Wednesday,23,350846.0071,5016456.274,Stittsville,45.2585131,-75.92077669999999
2018-06-28,2018,6,28,Thursday,26,349653.6841,5015454.65,Stittsville,45.2585131,-75.92077669999999
2018-08-16,2018,8,16,Thursday,33,349524.7871,5014330.211,Stittsville,45.2585131,-75.92077669999999
2018-09-15,2018,9,15,Saturday,37,348289.5721,5013889.188,Stittsville,45.2585131,-75.92077669999999
2018-10-09,2018,10,9,Tuesday,41,350934.5879,5012161.41,Stittsville,45.2585131,-75.92077669999999
2019-06-17,2019,6,17,Monday,25,351525.7421,5013726.633,Stittsville,45.2585131,-75.92077669999999
2019-06-27,2019,6,27,Thursday,26,349660.5819,5013654.425,Stittsville,45.2585131,-75.92077669999999
2019-07-09,2019,7,9,Tuesday,28,352326.531,5016987.248,Stittsville,45.2585131,-75.92077669999999
2019-07-29,2019,7,29,Monday,31,351494.0981,5012638.249,Stittsville,45.2585131,-75.92077669999999
2019-08-14,2019,8,14,Wednesday,33,351286.826,5011906.421,Stittsville,45.2585131,-75.92077669999999
2019-08-18,2019,8,18,Sunday,33,351222.1942,5011738.456,Stittsville,45.2585131,-75.92077669999999
2019-09-13,2019,9,13,Friday,37,351525.7421,5013726.633,Stittsville,45.2585131,-75.92077669999999
2019-10-26,2019,10,26,Saturday,43,349300.58,5014064.429,Stittsville,45.2585131,-75.92077669999999
2020-07-01,2020,7,1,Wednesday,27,352890.6353,5014964.876,Stittsville,45.2585131,-75.92077669999999
2020-07-09,2020,7,9,Thursday,28,351469.5386,5011953.746,Stittsville,45.2585131,-75.92077669999999
2020-07-30,2020,7,30,Thursday,31,349738.583,5013728.426,Stittsville,45.2585131,-75.92077669999999
2020-08-18,2020,8,18,Tuesday,34,351054.597,5015005.433,Stittsville,45.2585131,-75.92077669999999
2020-08-28,2020,8,28,Friday,35,349665.583,5014034.428,Stittsville,45.2585131,-75.92077669999999
2020-09-05,2020,9,5,Saturday,36,352636.9473,5014664.199,Stittsville,45.2585131,-75.92077669999999
2020-09-08,2020,9,8,Tuesday,37,349415.5789,5013436.424,Stittsville,45.2585131,-75.92077669999999
2020-09-10,2020,9,10,Thursday,37,350846.0071,5016456.274,Stittsville,45.2585131,-75.92077669999999
2020-09-27,2020,9,27,Sunday,39,350428.1951,5016756.008,Stittsville,45.2585131,-75.92077669999999
2020-09-28,2020,9,28,Monday,40,350134.6241,5016686.592,Stittsville,45.2585131,-75.92077669999999
2020-10-20,2020,10,20,Tuesday,43,351525.7421,5013726.633,Stittsville,45.2585131,-75.92077669999999
2020-11-15,2020,11,15,Sunday,46,350239.291,5012062.326,Stittsville,45.2585131,-75.92077669999999
2020-12-20,2020,12,20,Sunday,51,349524.7871,5014330.211,Stittsville,45.2585131,-75.92077669999999
2019-05-07,2019,5,7,Tuesday,19,365042.706,5011845.945,Stonebridge - Half Moon Bay - Heart's Desire,45.2569393,-75.7357255
2019-05-24,2019,5,24,Friday,21,364380.7957,5013738.976,Stonebridge - Half Moon Bay - Heart's Desire,45.2569393,-75.7357255
2019-08-01,2019,8,1,Thursday,31,364851.38,5012941.886,Stonebridge - Half Moon Bay - Heart's Desire,45.2569393,-75.7357255
2019-08-21,2019,8,21,Wednesday,34,365479.8759,5012851.853999999,Stonebridge - Half Moon Bay - Heart's Desire,45.2569393,-75.7357255
2019-10-04,2019,10,4,Friday,40,364535.3581,5012715.369,Stonebridge - Half Moon Bay - Heart's Desire,45.2569393,-75.7357255
2020-05-25,2020,5,25,Monday,22,364062.386,5012989.482,Stonebridge - Half Moon Bay - Heart's Desire,45.2569393,-75.7357255
2020-07-03,2020,7,3,Friday,27,364455.9119,5011667.72,Stonebridge - Half Moon Bay - Heart's Desire,45.2569393,-75.7357255
2020-07-12,2020,7,12,Sunday,28,364926.7669,5011541.435,Stonebridge - Half Moon Bay - Heart's Desire,45.2569393,-75.7357255
2020-10-23,2020,10,23,Friday,43,357380.617,5005993.345,Richmond,45.1943631,-75.8388276
2018-06-27,2018,6,27,Wednesday,26,390522.7819,5041990.57,Cumberland,45.51713360000001,-75.4060294
2019-08-13,2019,8,13,Tuesday,33,336493.6589,5041176.087,Constance Bay,45.486219,-76.07341799999999
2018-06-19,2018,6,19,Tuesday,25,383474.7529,5037746.577,Fallingbrook,45.4737643,-75.4780294
2018-06-20,2018,6,20,Wednesday,25,384929.7611,5037603.567,Fallingbrook,45.4737643,-75.4780294
2018-06-08,2018,6,8,Friday,23,383474.7529,5037746.577,Fallingbrook,45.4737643,-75.4780294
2018-06-22,2018,6,22,Friday,25,384864.69399999996,5038588.898,Fallingbrook,45.4737643,-75.4780294
2018-07-26,2018,7,26,Thursday,30,383814.75700000004,5037120.57,Fallingbrook,45.4737643,-75.4780294
2018-07-26,2018,7,26,Thursday,30,383637.7529,5037821.576,Fallingbrook,45.4737643,-75.4780294
2018-09-03,2018,9,3,Monday,36,383814.75700000004,5037120.57,Fallingbrook,45.4737643,-75.4780294
2018-10-26,2018,10,26,Friday,43,383474.7529,5037746.577,Fallingbrook,45.4737643,-75.4780294
2018-09-20,2018,9,20,Thursday,38,383474.7529,5037746.577,Fallingbrook,45.4737643,-75.4780294
2019-05-05,2019,5,5,Sunday,18,384179.7529,5038736.581,Fallingbrook,45.4737643,-75.4780294
2019-05-07,2019,5,7,Tuesday,19,383940.75399999996,5038003.576,Fallingbrook,45.4737643,-75.4780294
2019-05-24,2019,5,24,Friday,21,383474.7529,5037746.577,Fallingbrook,45.4737643,-75.4780294
2019-05-31,2019,5,31,Friday,22,383889.75700000004,5037140.57,Fallingbrook,45.4737643,-75.4780294
2019-06-04,2019,6,4,Tuesday,23,384929.7611,5037603.567,Fallingbrook,45.4737643,-75.4780294
2019-07-10,2019,7,10,Wednesday,28,383474.7529,5037746.577,Fallingbrook,45.4737643,-75.4780294
2019-07-09,2019,7,9,Tuesday,28,383474.7529,5037746.577,Fallingbrook,45.4737643,-75.4780294
2019-08-02,2019,8,2,Friday,31,384440.6129,5037680.284,Fallingbrook,45.4737643,-75.4780294
2019-09-02,2019,9,2,Monday,36,384298.7951,5038207.35,Fallingbrook,45.4737643,-75.4780294
2019-09-21,2019,9,21,Saturday,38,384844.7641,5036560.56,Fallingbrook,45.4737643,-75.4780294
2019-10-30,2019,10,30,Wednesday,44,383474.7529,5037746.577,Fallingbrook,45.4737643,-75.4780294
2019-06-24,2019,6,24,Monday,26,383889.75700000004,5037140.57,Fallingbrook,45.4737643,-75.4780294
2020-05-22,2020,5,22,Friday,21,384929.7611,5037603.567,Fallingbrook,45.4737643,-75.4780294
2020-04-18,2020,4,18,Saturday,16,362457.62299999996,4990771.216,Marlborough,45.4252131,-75.67265619999999
2018-08-03,2018,8,3,Friday,31,385612.1181,5037819.609,Cardinal Creek,45.4767416,-75.4650276
2019-08-13,2019,8,13,Tuesday,33,384465.7557,5039751.704,Cardinal Creek,45.4767416,-75.4650276
2019-08-19,2019,8,19,Monday,34,385035.7589,5038298.572,Cardinal Creek,45.4767416,-75.4650276
2019-10-25,2019,10,25,Friday,43,386072.5041,5037272.598,Cardinal Creek,45.4767416,-75.4650276
2020-08-07,2020,8,7,Friday,32,386221.4219,5038049.586,Cardinal Creek,45.4767416,-75.4650276
2020-09-22,2020,9,22,Tuesday,39,386085.8121,5037147.925,Cardinal Creek,45.4767416,-75.4650276
2020-09-28,2020,9,28,Monday,40,385856.17100000003,5038211.425,Cardinal Creek,45.4767416,-75.4650276
2019-06-25,2019,6,25,Tuesday,26,371759.6989,5002454.329,North Gower - Kars,45.1314849,-75.7161333
2020-08-13,2020,8,13,Thursday,33,371280.714,5008358.386,Manotick,45.2274934,-75.72293119999999
2019-06-01,2019,6,1,Saturday,22,374915.714,5000963.323,Osgoode - Vernon,45.1608715,-75.4620458
2019-08-19,2019,8,19,Monday,34,375429.717,5001315.328,Osgoode - Vernon,45.1608715,-75.4620458
2020-05-03,2020,5,3,Sunday,18,385828.7781,5004368.36,Osgoode - Vernon,45.1608715,-75.4620458
2020-06-10,2020,6,10,Wednesday,24,374881.714,5000938.322,Osgoode - Vernon,45.1608715,-75.4620458
2018-05-07,2018,5,7,Monday,19,371611.7241,5029191.553,Billings Bridge - Alta Vista,45.3861056,-75.6706136
2018-06-11,2018,6,11,Monday,24,370170.7101,5029578.465,Riverview,45.4,-75.64999999999999
2018-07-06,2018,7,6,Friday,27,370170.7101,5029578.465,Riverview,45.4,-75.64999999999999
2018-07-28,2018,7,28,Saturday,30,371611.7241,5029191.553,Billings Bridge - Alta Vista,45.3861056,-75.6706136
2018-09-07,2018,9,7,Friday,36,371611.7241,5029191.553,Billings Bridge - Alta Vista,45.3861056,-75.6706136
2019-05-27,2019,5,27,Monday,22,371048.2751,5029252.666,Riverview,45.4,-75.64999999999999
2019-06-18,2019,6,18,Tuesday,25,370267.717,5030199.563,Riverview,45.4,-75.64999999999999
2019-07-04,2019,7,4,Thursday,27,370267.717,5030199.563,Riverview,45.4,-75.64999999999999
2019-07-13,2019,7,13,Saturday,28,370170.7101,5029578.465,Riverview,45.4,-75.64999999999999
2019-07-26,2019,7,26,Friday,30,371611.7241,5029191.553,Billings Bridge - Alta Vista,45.3861056,-75.6706136
2019-07-29,2019,7,29,Monday,31,371048.2751,5029252.666,Riverview,45.4,-75.64999999999999
2019-07-29,2019,7,29,Monday,31,370382.1641,5030346.06,Riverview,45.4,-75.64999999999999
2019-07-20,2019,7,20,Saturday,29,370984.323,5030357.72,Riverview,45.4,-75.64999999999999
2019-08-16,2019,8,16,Friday,33,370170.7101,5029578.465,Riverview,45.4,-75.64999999999999
2020-06-21,2020,6,21,Sunday,25,371048.2751,5029252.666,Riverview,45.4,-75.64999999999999
2020-10-23,2020,10,23,Friday,43,370170.7101,5029578.465,Riverview,45.4,-75.64999999999999
2019-10-23,2019,10,23,Wednesday,43,386579.8079,5026009.496,Edwards - Carlsbad Springs,45.32294599999999,-75.466235
2018-04-27,2018,4,27,Friday,17,358889.8079,5023215.225,Bayshore - Belltown,45.3470877,-75.80686759999999
2018-05-09,2018,5,9,Wednesday,19,359278.6699,5024164.512,Bayshore - Belltown,45.3470877,-75.80686759999999
2018-05-18,2018,5,18,Friday,20,358889.8079,5023215.225,Bayshore - Belltown,45.3470877,-75.80686759999999
2018-07-09,2018,7,9,Monday,28,359070.6679,5024032.511,Bayshore - Belltown,45.3470877,-75.80686759999999
2018-07-20,2018,7,20,Friday,29,358889.8079,5023215.225,Bayshore - Belltown,45.3470877,-75.80686759999999
2018-08-02,2018,8,2,Thursday,31,359141.7892,5023740.125,Bayshore - Belltown,45.3470877,-75.80686759999999
2018-09-21,2018,9,21,Friday,38,359555.489,5024438.924,Bayshore - Belltown,45.3470877,-75.80686759999999
2019-05-06,2019,5,6,Monday,19,359555.489,5024438.924,Bayshore - Belltown,45.3470877,-75.80686759999999
2019-06-11,2019,6,11,Tuesday,24,358889.8079,5023215.225,Bayshore - Belltown,45.3470877,-75.80686759999999
2019-06-11,2019,6,11,Tuesday,24,358889.8079,5023215.225,Bayshore - Belltown,45.3470877,-75.80686759999999
2019-07-15,2019,7,15,Monday,29,358746.7769,5023517.284,Bayshore - Belltown,45.3470877,-75.80686759999999
2019-07-16,2019,7,16,Tuesday,29,359494.67100000003,5024303.513,Whitehaven - Queensway Terrace North,45.3590432,-75.78263609999999
2019-08-07,2019,8,7,Wednesday,32,358889.8079,5023215.225,Bayshore - Belltown,45.3470877,-75.80686759999999
2019-08-21,2019,8,21,Wednesday,34,358889.8079,5023215.225,Bayshore - Belltown,45.3470877,-75.80686759999999
2019-08-28,2019,8,28,Wednesday,35,358889.8079,5023215.225,Bayshore - Belltown,45.3470877,-75.80686759999999
2020-05-17,2020,5,17,Sunday,20,358889.8079,5023215.225,Bayshore - Belltown,45.3470877,-75.80686759999999
2020-07-09,2020,7,9,Thursday,28,359353.67100000003,5024620.516,Bayshore - Belltown,45.3470877,-75.80686759999999
2020-07-21,2020,7,21,Tuesday,30,359566.646,5023405.328,Bayshore - Belltown,45.3470877,-75.80686759999999
2020-07-23,2020,7,23,Thursday,30,359555.489,5024438.924,Bayshore - Belltown,45.3470877,-75.80686759999999
2020-11-09,2020,11,9,Monday,46,358889.8079,5023215.225,Bayshore - Belltown,45.3470877,-75.80686759999999
2020-06-17,2020,6,17,Wednesday,25,359003.7566,5023984.768,Bayshore - Belltown,45.3470877,-75.80686759999999
2019-04-25,2019,4,25,Thursday,17,373896.3019,5025739.023,Hunt Club Park,45.366667,-75.61666699999999
2019-06-28,2019,6,28,Friday,26,373682.7381,5026008.526000001,Hunt Club Park,45.366667,-75.61666699999999
2019-07-17,2019,7,17,Wednesday,29,374051.1326,5025810.677,Hunt Club Park,45.366667,-75.61666699999999
2019-08-09,2019,8,9,Friday,32,373896.3019,5025739.023,Hunt Club Park,45.366667,-75.61666699999999
2019-08-29,2019,8,29,Thursday,35,373896.3019,5025739.023,Hunt Club Park,45.366667,-75.61666699999999
2020-10-09,2020,10,9,Friday,41,373396.8071,5026308.455,Greenboro East,45.3639099,-75.63269009999999
2018-06-19,2018,6,19,Tuesday,25,359230.526,5020937.038,Greenbelt,45.3467154,-75.5547962
2020-07-30,2020,7,30,Thursday,31,375379.7351,5031470.563,Pineview,45.4239279,-75.605533
2019-06-30,2019,6,30,Sunday,26,348592.266,5023928.646000001,Brookside - Briarbrook - Morgan's Grant,45.3515548,-75.9380426
2019-06-04,2019,6,4,Tuesday,23,350030.9121,5023881.905,Brookside - Briarbrook - Morgan's Grant,45.3515548,-75.9380426
2020-05-18,2020,5,18,Monday,21,348531.50299999997,5023594.638,Brookside - Briarbrook - Morgan's Grant,45.3515548,-75.9380426
2020-06-15,2020,6,15,Monday,25,348839.6671,5023664.455,Brookside - Briarbrook - Morgan's Grant,45.3515548,-75.9380426
2020-09-04,2020,9,4,Friday,36,349912.7219,5024278.51,Brookside - Briarbrook - Morgan's Grant,45.3515548,-75.9380426
2018-05-07,2018,5,7,Monday,19,364152.6781,5015099.933999999,Old Barrhaven East,45.2730871,-75.7654647
2018-05-24,2018,5,24,Thursday,21,364250.74600000004,5015783.404,Old Barrhaven East,45.2730871,-75.7654647
2018-06-04,2018,6,4,Monday,23,364250.74600000004,5015783.404,Old Barrhaven East,45.2730871,-75.7654647
2018-06-20,2018,6,20,Wednesday,25,364250.74600000004,5015783.404,Old Barrhaven East,45.2730871,-75.7654647
2018-06-20,2018,6,20,Wednesday,25,364250.74600000004,5015783.404,Old Barrhaven East,45.2730871,-75.7654647
2018-07-04,2018,7,4,Wednesday,27,364568.451,5016914.252,Old Barrhaven East,45.2730871,-75.7654647
2018-07-19,2018,7,19,Thursday,29,364557.7409,5016461.319,Old Barrhaven East,45.2730871,-75.7654647
2018-07-20,2018,7,20,Friday,29,364350.8121,5015219.155,Old Barrhaven East,45.2730871,-75.7654647
2018-08-09,2018,8,9,Thursday,32,364152.6781,5015099.933999999,Old Barrhaven East,45.2730871,-75.7654647
2018-08-23,2018,8,23,Thursday,34,365180.2805,5017291.998,Old Barrhaven East,45.2730871,-75.7654647
