Date,Province,HA,HSDA,Cases_Reported,Cases_Reported_Smoothed,Year,Month,Day,Day of Week
2020-04-14,BC,Vancouver Island,Central Vancouver Island,0,0.14,2020,04,14,Tuesday
2020-04-14,BC,Vancouver Island,North Vancouver Island,2,0.71,2020,04,14,Tuesday
2020-04-14,BC,Vancouver Island,South Vancouver Island,1,0.71,2020,04,14,Tuesday
2020-04-15,BC,Vancouver Coastal,Vancouver,1,4.29,2020,04,15,Wednesday
2020-04-15,BC,Vancouver Island,Central Vancouver Island,0,0.14,2020,04,15,Wednesday
2020-04-15,BC,Vancouver Island,North Vancouver Island,2,1.0,2020,04,15,Wednesday
2020-04-15,BC,Vancouver Island,South Vancouver Island,0,0.57,2020,04,15,Wednesday
2020-04-16,BC,Vancouver Coastal,Vancouver,4,4.14,2020,04,16,Thursday
2020-04-16,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,04,16,Thursday
2020-04-16,BC,Vancouver Island,North Vancouver Island,0,1.0,2020,04,16,Thursday
2020-04-16,BC,Vancouver Island,South Vancouver Island,0,0.43,2020,04,16,Thursday
2020-04-17,BC,Vancouver Coastal,Vancouver,5,3.71,2020,04,17,Friday
2020-04-17,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,04,17,Friday
2020-04-17,BC,Vancouver Island,North Vancouver Island,3,1.43,2020,04,17,Friday
2020-04-17,BC,Vancouver Island,South Vancouver Island,0,0.43,2020,04,17,Friday
2020-04-18,BC,Vancouver Coastal,Vancouver,9,4.71,2020,04,18,Saturday
2020-04-18,BC,Vancouver Island,Central Vancouver Island,1,0.14,2020,04,18,Saturday
2020-04-18,BC,Vancouver Island,North Vancouver Island,3,1.71,2020,04,18,Saturday
2020-04-18,BC,Vancouver Island,South Vancouver Island,0,0.29,2020,04,18,Saturday
2020-04-19,BC,Vancouver Coastal,Vancouver,4,5.14,2020,04,19,Sunday
2020-04-19,BC,Vancouver Island,Central Vancouver Island,0,0.14,2020,04,19,Sunday
2020-04-19,BC,Vancouver Island,North Vancouver Island,1,1.86,2020,04,19,Sunday
2020-04-19,BC,Vancouver Island,South Vancouver Island,0,0.14,2020,04,19,Sunday
2020-04-20,BC,Vancouver Coastal,Vancouver,5,4.86,2020,04,20,Monday
2020-04-20,BC,Vancouver Island,Central Vancouver Island,0,0.14,2020,04,20,Monday
2020-04-20,BC,Vancouver Island,North Vancouver Island,7,2.57,2020,04,20,Monday
2020-04-20,BC,Vancouver Island,South Vancouver Island,0,0.14,2020,04,20,Monday
2020-04-21,BC,Vancouver Coastal,Vancouver,30,8.29,2020,04,21,Tuesday
2020-04-21,BC,Vancouver Island,Central Vancouver Island,0,0.14,2020,04,21,Tuesday
2020-04-21,BC,Vancouver Island,North Vancouver Island,0,2.29,2020,04,21,Tuesday
2020-04-21,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,04,21,Tuesday
2020-04-22,BC,Vancouver Coastal,Vancouver,5,8.86,2020,04,22,Wednesday
2020-04-22,BC,Vancouver Island,Central Vancouver Island,0,0.14,2020,04,22,Wednesday
2020-04-22,BC,Vancouver Island,North Vancouver Island,2,2.29,2020,04,22,Wednesday
2020-04-22,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,04,22,Wednesday
2020-04-23,BC,Vancouver Coastal,Vancouver,7,9.29,2020,04,23,Thursday
2020-04-23,BC,Vancouver Island,Central Vancouver Island,2,0.43,2020,04,23,Thursday
2020-04-23,BC,Vancouver Island,North Vancouver Island,2,2.57,2020,04,23,Thursday
2020-04-23,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,04,23,Thursday
2020-04-24,BC,Vancouver Coastal,Vancouver,7,9.57,2020,04,24,Friday
2020-04-24,BC,Vancouver Island,Central Vancouver Island,0,0.43,2020,04,24,Friday
2020-04-24,BC,Vancouver Island,North Vancouver Island,1,2.29,2020,04,24,Friday
2020-04-24,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,04,24,Friday
2020-04-25,BC,Vancouver Coastal,Vancouver,8,9.43,2020,04,25,Saturday
2020-04-25,BC,Vancouver Island,Central Vancouver Island,1,0.43,2020,04,25,Saturday
2020-04-25,BC,Vancouver Island,North Vancouver Island,0,1.86,2020,04,25,Saturday
2020-04-25,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,04,25,Saturday
2020-04-26,BC,Vancouver Coastal,Vancouver,0,8.86,2020,04,26,Sunday
2020-04-26,BC,Vancouver Island,Central Vancouver Island,0,0.43,2020,04,26,Sunday
2020-04-26,BC,Vancouver Island,North Vancouver Island,1,1.86,2020,04,26,Sunday
2020-04-26,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,04,26,Sunday
2020-04-27,BC,Vancouver Coastal,Vancouver,10,9.57,2020,04,27,Monday
2020-04-27,BC,Vancouver Island,Central Vancouver Island,0,0.43,2020,04,27,Monday
2020-04-27,BC,Vancouver Island,North Vancouver Island,3,1.29,2020,04,27,Monday
2020-04-27,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,04,27,Monday
2020-04-28,BC,Vancouver Coastal,Vancouver,2,5.57,2020,04,28,Tuesday
2020-04-28,BC,Vancouver Island,Central Vancouver Island,0,0.43,2020,04,28,Tuesday
2020-04-28,BC,Vancouver Island,North Vancouver Island,1,1.43,2020,04,28,Tuesday
2020-04-28,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,04,28,Tuesday
2020-04-29,BC,Vancouver Coastal,Vancouver,3,5.29,2020,04,29,Wednesday
2020-04-29,BC,Vancouver Island,Central Vancouver Island,0,0.43,2020,04,29,Wednesday
2020-04-29,BC,Vancouver Island,North Vancouver Island,0,1.14,2020,04,29,Wednesday
2020-04-29,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,04,29,Wednesday
2020-04-30,BC,Vancouver Coastal,Vancouver,6,5.14,2020,04,30,Thursday
2020-04-30,BC,Vancouver Island,Central Vancouver Island,0,0.14,2020,04,30,Thursday
2020-04-30,BC,Vancouver Island,North Vancouver Island,1,1.0,2020,04,30,Thursday
2020-04-30,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,04,30,Thursday
2020-05-01,BC,Vancouver Coastal,Vancouver,0,4.14,2020,05,01,Friday
2020-05-01,BC,Vancouver Island,Central Vancouver Island,0,0.14,2020,05,01,Friday
2020-05-01,BC,Vancouver Island,North Vancouver Island,2,1.14,2020,05,01,Friday
2020-05-01,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,01,Friday
2020-05-02,BC,Vancouver Coastal,Vancouver,7,4.0,2020,05,02,Saturday
2020-05-02,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,02,Saturday
2020-05-02,BC,Vancouver Island,North Vancouver Island,1,1.29,2020,05,02,Saturday
2020-05-02,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,02,Saturday
2020-05-03,BC,Vancouver Coastal,Vancouver,3,4.43,2020,05,03,Sunday
2020-05-03,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,03,Sunday
2020-05-03,BC,Vancouver Island,North Vancouver Island,0,1.14,2020,05,03,Sunday
2020-05-03,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,03,Sunday
2020-05-04,BC,Vancouver Coastal,Vancouver,0,3.0,2020,05,04,Monday
2020-05-04,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,04,Monday
2020-05-04,BC,Vancouver Island,North Vancouver Island,0,0.71,2020,05,04,Monday
2020-05-04,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,04,Monday
2020-05-05,BC,Vancouver Coastal,Vancouver,3,3.14,2020,05,05,Tuesday
2020-05-05,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,05,Tuesday
2020-05-05,BC,Vancouver Island,North Vancouver Island,0,0.57,2020,05,05,Tuesday
2020-05-05,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,05,Tuesday
2020-05-06,BC,Vancouver Coastal,Vancouver,6,3.57,2020,05,06,Wednesday
2020-05-06,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,06,Wednesday
2020-05-06,BC,Vancouver Island,North Vancouver Island,0,0.57,2020,05,06,Wednesday
2020-05-06,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,06,Wednesday
2020-05-07,BC,Vancouver Coastal,Vancouver,6,3.57,2020,05,07,Thursday
2020-05-07,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,07,Thursday
2020-05-07,BC,Vancouver Island,North Vancouver Island,1,0.57,2020,05,07,Thursday
2020-05-07,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,07,Thursday
2020-05-08,BC,Vancouver Coastal,Vancouver,3,4.0,2020,05,08,Friday
2020-05-08,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,08,Friday
2020-05-08,BC,Vancouver Island,North Vancouver Island,0,0.29,2020,05,08,Friday
2020-05-08,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,08,Friday
2020-05-09,BC,Vancouver Coastal,Vancouver,0,3.0,2020,05,09,Saturday
2020-05-09,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,09,Saturday
2020-05-09,BC,Vancouver Island,North Vancouver Island,0,0.14,2020,05,09,Saturday
2020-05-09,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,09,Saturday
2020-05-10,BC,Vancouver Coastal,Vancouver,1,2.71,2020,05,10,Sunday
2020-05-10,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,10,Sunday
2020-05-10,BC,Vancouver Island,North Vancouver Island,0,0.14,2020,05,10,Sunday
2020-05-10,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,10,Sunday
2020-05-11,BC,Vancouver Coastal,Vancouver,1,2.86,2020,05,11,Monday
2020-05-11,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,11,Monday
2020-05-11,BC,Vancouver Island,North Vancouver Island,0,0.14,2020,05,11,Monday
2020-05-11,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,11,Monday
2020-05-12,BC,Vancouver Coastal,Vancouver,2,2.71,2020,05,12,Tuesday
2020-05-12,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,12,Tuesday
2020-05-12,BC,Vancouver Island,North Vancouver Island,0,0.14,2020,05,12,Tuesday
2020-05-12,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,12,Tuesday
2020-05-13,BC,Vancouver Coastal,Vancouver,0,1.86,2020,05,13,Wednesday
2020-05-13,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,13,Wednesday
2020-05-13,BC,Vancouver Island,North Vancouver Island,0,0.14,2020,05,13,Wednesday
2020-05-13,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,13,Wednesday
2020-05-14,BC,Vancouver Coastal,Vancouver,0,1.0,2020,05,14,Thursday
2020-05-14,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,14,Thursday
2020-05-14,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,14,Thursday
2020-05-14,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,14,Thursday
2020-05-15,BC,Vancouver Coastal,Vancouver,0,0.57,2020,05,15,Friday
2020-05-15,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,15,Friday
2020-05-15,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,15,Friday
2020-05-15,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,15,Friday
2020-05-16,BC,Vancouver Coastal,Vancouver,2,0.86,2020,05,16,Saturday
2020-05-16,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,16,Saturday
2020-05-16,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,16,Saturday
2020-05-16,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,16,Saturday
2020-05-17,BC,Vancouver Coastal,Vancouver,1,0.86,2020,05,17,Sunday
2020-05-17,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,17,Sunday
2020-05-17,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,17,Sunday
2020-05-17,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,17,Sunday
2020-05-18,BC,Vancouver Coastal,Vancouver,0,0.71,2020,05,18,Monday
2020-05-18,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,18,Monday
2020-05-18,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,18,Monday
2020-05-18,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,18,Monday
2020-05-19,BC,Vancouver Coastal,Vancouver,0,0.43,2020,05,19,Tuesday
2020-05-19,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,19,Tuesday
2020-05-19,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,19,Tuesday
2020-05-19,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,19,Tuesday
2020-05-20,BC,Vancouver Coastal,Vancouver,0,0.43,2020,05,20,Wednesday
2020-05-20,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,20,Wednesday
2020-05-20,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,20,Wednesday
2020-05-20,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,20,Wednesday
2020-05-21,BC,Vancouver Coastal,Vancouver,3,0.86,2020,05,21,Thursday
2020-05-21,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,21,Thursday
2020-05-21,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,21,Thursday
2020-05-21,BC,Vancouver Island,South Vancouver Island,2,0.29,2020,05,21,Thursday
2020-05-22,BC,Vancouver Coastal,Vancouver,1,1.0,2020,05,22,Friday
2020-05-22,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,22,Friday
2020-05-22,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,22,Friday
2020-05-22,BC,Vancouver Island,South Vancouver Island,1,0.43,2020,05,22,Friday
2020-05-23,BC,Vancouver Coastal,Vancouver,2,1.0,2020,05,23,Saturday
2020-05-23,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,23,Saturday
2020-05-23,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,23,Saturday
2020-05-23,BC,Vancouver Island,South Vancouver Island,0,0.43,2020,05,23,Saturday
2020-05-24,BC,Vancouver Coastal,Vancouver,0,0.86,2020,05,24,Sunday
2020-05-24,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,24,Sunday
2020-05-24,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,24,Sunday
2020-05-24,BC,Vancouver Island,South Vancouver Island,0,0.43,2020,05,24,Sunday
2020-05-25,BC,Vancouver Coastal,Vancouver,1,1.0,2020,05,25,Monday
2020-05-25,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,25,Monday
2020-05-25,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,25,Monday
2020-05-25,BC,Vancouver Island,South Vancouver Island,0,0.43,2020,05,25,Monday
2020-05-26,BC,Vancouver Coastal,Vancouver,0,1.0,2020,05,26,Tuesday
2020-05-26,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,26,Tuesday
2020-05-26,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,26,Tuesday
2020-05-26,BC,Vancouver Island,South Vancouver Island,0,0.43,2020,05,26,Tuesday
2020-05-27,BC,Vancouver Coastal,Vancouver,2,1.29,2020,05,27,Wednesday
2020-05-27,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,27,Wednesday
2020-05-27,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,27,Wednesday
2020-05-27,BC,Vancouver Island,South Vancouver Island,0,0.43,2020,05,27,Wednesday
2020-05-28,BC,Vancouver Coastal,Vancouver,0,0.86,2020,05,28,Thursday
2020-05-28,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,28,Thursday
2020-05-28,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,28,Thursday
2020-05-28,BC,Vancouver Island,South Vancouver Island,0,0.14,2020,05,28,Thursday
2020-05-29,BC,Vancouver Coastal,Vancouver,2,1.0,2020,05,29,Friday
2020-05-29,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,29,Friday
2020-05-29,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,29,Friday
2020-05-29,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,29,Friday
2020-05-30,BC,Vancouver Coastal,Vancouver,0,0.71,2020,05,30,Saturday
2020-05-30,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,30,Saturday
2020-05-30,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,30,Saturday
2020-05-30,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,30,Saturday
2020-05-31,BC,Vancouver Coastal,Vancouver,0,0.71,2020,05,31,Sunday
2020-05-31,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,05,31,Sunday
2020-05-31,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,05,31,Sunday
2020-05-31,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,05,31,Sunday
2020-06-01,BC,Vancouver Coastal,Vancouver,0,0.57,2020,06,01,Monday
2020-06-01,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,01,Monday
2020-06-01,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,01,Monday
2020-06-01,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,01,Monday
2020-06-02,BC,Vancouver Coastal,Vancouver,0,0.57,2020,06,02,Tuesday
2020-06-02,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,02,Tuesday
2020-06-02,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,02,Tuesday
2020-06-02,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,02,Tuesday
2020-06-03,BC,Vancouver Coastal,Vancouver,0,0.29,2020,06,03,Wednesday
2020-06-03,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,03,Wednesday
2020-06-03,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,03,Wednesday
2020-06-03,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,03,Wednesday
2020-06-04,BC,Vancouver Coastal,Vancouver,0,0.29,2020,06,04,Thursday
2020-06-04,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,04,Thursday
2020-06-04,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,04,Thursday
2020-06-04,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,04,Thursday
2020-06-05,BC,Vancouver Coastal,Vancouver,0,0.0,2020,06,05,Friday
2020-06-05,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,05,Friday
2020-06-05,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,05,Friday
2020-06-05,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,05,Friday
2020-06-06,BC,Vancouver Coastal,Vancouver,0,0.0,2020,06,06,Saturday
2020-06-06,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,06,Saturday
2020-06-06,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,06,Saturday
2020-06-06,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,06,Saturday
2020-06-07,BC,Vancouver Coastal,Vancouver,0,0.0,2020,06,07,Sunday
2020-06-07,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,07,Sunday
2020-06-07,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,07,Sunday
2020-06-07,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,07,Sunday
2020-06-08,BC,Vancouver Coastal,Vancouver,1,0.14,2020,06,08,Monday
2020-06-08,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,08,Monday
2020-06-08,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,08,Monday
2020-06-08,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,08,Monday
2020-06-09,BC,Vancouver Coastal,Vancouver,4,0.71,2020,06,09,Tuesday
2020-06-09,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,09,Tuesday
2020-06-09,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,09,Tuesday
2020-06-09,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,09,Tuesday
2020-06-10,BC,Vancouver Coastal,Vancouver,2,1.0,2020,06,10,Wednesday
2020-06-10,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,10,Wednesday
2020-06-10,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,10,Wednesday
2020-06-10,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,10,Wednesday
2020-06-11,BC,Vancouver Coastal,Vancouver,5,1.71,2020,06,11,Thursday
2020-06-11,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,11,Thursday
2020-06-11,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,11,Thursday
2020-06-11,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,11,Thursday
2020-06-12,BC,Vancouver Coastal,Vancouver,5,2.43,2020,06,12,Friday
2020-06-12,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,12,Friday
2020-06-12,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,12,Friday
2020-06-12,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,12,Friday
2020-06-13,BC,Vancouver Coastal,Vancouver,3,2.86,2020,06,13,Saturday
2020-06-13,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,13,Saturday
2020-06-13,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,13,Saturday
2020-06-13,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,13,Saturday
2020-06-14,BC,Vancouver Coastal,Vancouver,2,3.14,2020,06,14,Sunday
2020-06-14,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,14,Sunday
2020-06-14,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,14,Sunday
2020-06-14,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,14,Sunday
2020-06-15,BC,Vancouver Coastal,Vancouver,3,3.43,2020,06,15,Monday
2020-06-15,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,15,Monday
2020-06-15,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,15,Monday
2020-06-15,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,15,Monday
2020-06-16,BC,Vancouver Coastal,Vancouver,4,3.43,2020,06,16,Tuesday
2020-06-16,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,16,Tuesday
2020-06-16,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,16,Tuesday
2020-06-16,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,16,Tuesday
2020-06-17,BC,Vancouver Coastal,Vancouver,2,3.43,2020,06,17,Wednesday
2020-06-17,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,17,Wednesday
2020-06-17,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,17,Wednesday
2020-06-17,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,17,Wednesday
2020-06-18,BC,Vancouver Coastal,Vancouver,1,2.86,2020,06,18,Thursday
2020-06-18,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,18,Thursday
2020-06-18,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,18,Thursday
2020-06-18,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,18,Thursday
2020-06-19,BC,Vancouver Coastal,Vancouver,1,2.29,2020,06,19,Friday
2020-06-19,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,19,Friday
2020-06-19,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,19,Friday
2020-06-19,BC,Vancouver Island,South Vancouver Island,1,0.14,2020,06,19,Friday
2020-06-20,BC,Vancouver Coastal,Vancouver,0,1.86,2020,06,20,Saturday
2020-06-20,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,20,Saturday
2020-06-20,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,20,Saturday
2020-06-20,BC,Vancouver Island,South Vancouver Island,0,0.14,2020,06,20,Saturday
2020-06-21,BC,Vancouver Coastal,Vancouver,3,2.0,2020,06,21,Sunday
2020-06-21,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,21,Sunday
2020-06-21,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,21,Sunday
2020-06-21,BC,Vancouver Island,South Vancouver Island,0,0.14,2020,06,21,Sunday
2020-06-22,BC,Vancouver Coastal,Vancouver,3,2.0,2020,06,22,Monday
2020-06-22,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,22,Monday
2020-06-22,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,22,Monday
2020-06-22,BC,Vancouver Island,South Vancouver Island,0,0.14,2020,06,22,Monday
2020-06-23,BC,Vancouver Coastal,Vancouver,2,1.71,2020,06,23,Tuesday
2020-06-23,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,23,Tuesday
2020-06-23,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,23,Tuesday
2020-06-23,BC,Vancouver Island,South Vancouver Island,0,0.14,2020,06,23,Tuesday
2020-06-24,BC,Vancouver Coastal,Vancouver,6,2.29,2020,06,24,Wednesday
2020-06-24,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,24,Wednesday
2020-06-24,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,24,Wednesday
2020-06-24,BC,Vancouver Island,South Vancouver Island,0,0.14,2020,06,24,Wednesday
2020-06-25,BC,Vancouver Coastal,Vancouver,1,2.29,2020,06,25,Thursday
2020-06-25,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,25,Thursday
2020-06-25,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,25,Thursday
2020-06-25,BC,Vancouver Island,South Vancouver Island,0,0.14,2020,06,25,Thursday
2020-06-26,BC,Vancouver Coastal,Vancouver,2,2.43,2020,06,26,Friday
2020-06-26,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,26,Friday
2020-06-26,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,26,Friday
2020-06-26,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,26,Friday
2020-06-27,BC,Vancouver Coastal,Vancouver,4,3.0,2020,06,27,Saturday
2020-06-27,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,27,Saturday
2020-06-27,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,27,Saturday
2020-06-27,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,27,Saturday
2020-06-28,BC,Vancouver Coastal,Vancouver,2,2.86,2020,06,28,Sunday
2020-06-28,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,28,Sunday
2020-06-28,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,28,Sunday
2020-06-28,BC,Vancouver Island,South Vancouver Island,0,0.0,2020,06,28,Sunday
2020-06-29,BC,Vancouver Coastal,Vancouver,2,2.71,2020,06,29,Monday
2020-06-29,BC,Vancouver Island,Central Vancouver Island,0,0.0,2020,06,29,Monday
2020-06-29,BC,Vancouver Island,North Vancouver Island,0,0.0,2020,06,29,Monday
2020-06-29,BC,Vancouver Island,South Vancouver Island,1,0.14,2020,06,29,Monday
2020-06-30,BC,Vancouver Coastal,Vancouver,5,3.14,2020,06,30,Tuesday
2020-06-30,BC,Vancouver Island,Central Vancouver Island,1,0.14,2020,06,30,Tuesday
