Incident_Date,YEAR,MONTH,DAY,WEEKDAY,X,Y,LAT,LNG
2019-08-03,2019,8,3,Saturday,490668.8755,5453269.3219,49.23213291506763,-123.12817126242606
2019-09-22,2019,9,22,Sunday,490632.5166,5452851.6522,49.22837532352616,-123.1286609260852
2019-02-17,2019,2,17,Sunday,490648.9735,5456846.8806,49.26431348584443,-123.12852814108209
2020-12-01,2020,12,1,Tuesday,490722.70700000005,5456752.052999999,49.26346161734206,-123.12751249238825
2020-12-08,2020,12,8,Tuesday,490693.1169,5456752.8105,49.2634679816327,-123.12791921242415
2018-09-05,2018,9,5,Wednesday,490699.1831,5456743.5081,49.26338439713547,-123.12783561910862
2020-01-09,2020,1,9,Thursday,490699.25399999996,5456743.5064,49.26338438292184,-123.12783464458249
2020-03-17,2020,3,17,Tuesday,490721.7869,5456752.0765,49.263461814771425,-123.1275251392878
2020-09-13,2020,9,13,Sunday,490731.1096,5456742.6909,49.263377530949974,-123.1273967856892
2019-07-17,2019,7,17,Wednesday,490765.7258,5456741.8049,49.26337008484499,-123.12692098216857
2018-04-03,2018,4,3,Tuesday,490782.3615,5456741.3791,49.263366505641365,-123.12669232267048
2019-07-15,2019,7,15,Monday,490782.3615,5456741.3791,49.263366505641365,-123.12669232267048
2018-06-18,2018,6,18,Monday,490782.5954,5456750.5201,49.26344873412515,-123.1266893183261
2018-06-18,2018,6,18,Monday,491420.4472,5459497.8588,49.28817078078124,-123.117981264045
2019-05-31,2019,5,31,Friday,491545.8618,5459437.9982,49.28763407383215,-123.11625536956205
2019-07-22,2019,7,22,Monday,491545.8618,5459437.9982,49.28763407383215,-123.11625536956205
2019-10-13,2019,10,13,Sunday,491546.7678,5459447.3423,49.28771813792337,-123.11624310851539
2018-08-25,2018,8,25,Saturday,491057.9911,5459207.5202,49.28555394612645,-123.12295905343294
2018-12-15,2018,12,15,Saturday,491088.6115,5459190.0607,49.28539734259007,-123.12253761274008
2018-03-04,2018,3,4,Sunday,491115.4503,5459163.4771,49.28515860990337,-123.1221679712141
2018-09-14,2018,9,14,Friday,491115.4503,5459163.4771,49.28515860990337,-123.1221679712141
2020-10-05,2020,10,5,Monday,491133.7436,5459132.4869,49.284880114078945,-123.12191574051627
2018-07-21,2018,7,21,Saturday,491134.5277,5459131.7106,49.284873142518826,-123.1219049415354
2018-08-27,2018,8,27,Monday,491143.0317,5459123.2874,49.28479749787219,-123.12178782070157
2020-08-16,2020,8,16,Sunday,491146.6319,5459132.5917,49.284881243612304,-123.12173852227866
2018-10-07,2018,10,7,Sunday,491157.9707,5459121.3607,49.284780383234036,-123.12158235972502
2019-10-24,2019,10,24,Thursday,491185.5521,5459081.171,49.28441926924696,-123.12120221639812
2019-10-08,2019,10,8,Tuesday,491385.9008,5459438.5889,49.28763715334224,-123.1184550486995
2019-11-26,2019,11,26,Tuesday,491390.0226,5459426.8637,49.287531741533435,-123.11839811617274
2018-04-19,2018,4,19,Thursday,491451.6338,5459410.3303,49.28738388612879,-123.11755053229552
2018-06-01,2018,6,1,Friday,491254.7979,5459421.7899,49.287484181748006,-123.12025751214009
2018-01-26,2018,1,26,Friday,491258.4981,5459410.0689,49.28737880257622,-123.12020637354459
2018-07-23,2018,7,23,Monday,491280.9356,5459399.8859,49.28728752554471,-123.11989760899803
2019-05-10,2019,5,10,Friday,491332.2968,5459374.751,49.287062164074015,-123.11919078740776
2020-10-06,2020,10,6,Tuesday,491334.3085,5459373.6824,49.287052580389485,-123.11916310114013
2020-10-08,2020,10,8,Thursday,491334.3085,5459373.6824,49.287052580389485,-123.11916310114013
2020-11-24,2020,11,24,Tuesday,491334.3085,5459373.6824,49.287052580389485,-123.11916310114013
2018-08-02,2018,8,2,Thursday,491422.0657,5459316.4087,49.286538633097386,-123.1179551136724
2018-06-23,2018,6,23,Saturday,491405.5255,5459578.4798,49.28889576872624,-123.1181881920317
2018-02-08,2018,2,8,Thursday,497351.5698,5458018.3989,49.27491727138799,-123.03640998487022
2018-10-20,2018,10,20,Saturday,490458.6584,5457158.7669,49.26711601878418,-123.13115141549443
2020-04-03,2020,4,3,Friday,490459.266,5457159.7223,49.26712462225374,-123.13114308647134
2020-10-03,2020,10,3,Saturday,490983.9912,5459210.3728,49.28557851845174,-123.12397666711948
2018-07-13,2018,7,13,Friday,490986.55,5459207.8939,49.28555625812315,-123.12394142595865
2019-11-04,2019,11,4,Monday,490719.7587,5458990.7341,49.283598880393534,-123.12760494821931
2019-08-24,2019,8,24,Saturday,490728.4014,5458982.007999999,49.28352051898525,-123.1274859075336
2019-08-26,2019,8,26,Monday,490749.3026,5458973.8993,49.28344789672429,-123.12719832595214
2020-03-03,2020,3,3,Tuesday,490749.3026,5458973.8993,49.28344789672429,-123.12719832595214
2020-11-16,2020,11,16,Monday,490749.3026,5458973.8993,49.28344789672429,-123.12719832595214
2020-12-17,2020,12,17,Thursday,490749.3026,5458973.8993,49.28344789672429,-123.12719832595214
2018-04-01,2018,4,1,Sunday,490112.0381,5458390.0321,49.278185945092666,-123.13594633562865
2019-07-31,2019,7,31,Wednesday,490136.1724,5458353.3161,49.277856068856316,-123.13561361653198
2019-09-01,2019,9,1,Sunday,490136.1724,5458353.3161,49.277856068856316,-123.13561361653198
2019-03-24,2019,3,24,Sunday,490138.1417,5458350.3199,49.27782914934243,-123.13558646765485
2018-10-10,2018,10,10,Wednesday,490256.469,5458669.4158,49.28070136376662,-123.13396741534672
2019-08-20,2019,8,20,Tuesday,490256.469,5458669.4158,49.28070136376662,-123.13396741534672
2018-10-10,2018,10,10,Wednesday,490258.2424,5458667.6801,49.28068577914726,-123.13394298999964
2019-11-09,2019,11,9,Saturday,490282.37,5458656.853999999,49.280588780789394,-123.13361098866346
2019-11-21,2019,11,21,Thursday,490296.5923,5458630.1312,49.280348631061194,-123.13341479356683
2020-10-12,2020,10,12,Monday,490338.0295,5458589.561000001,49.27998435228469,-123.1328440836193
2019-03-13,2019,3,13,Wednesday,490349.8498,5458577.9878,49.2798804362954,-123.13268128547767
2020-07-26,2020,7,26,Sunday,490349.8498,5458577.9878,49.2798804362954,-123.13268128547767
2018-11-12,2018,11,12,Monday,490352.1478,5458575.7373,49.279860228976254,-123.13264963574422
2018-07-09,2018,7,9,Monday,490652.9912,5458531.3632,49.27946575140395,-123.12851227276528
2020-12-28,2020,12,28,Monday,490365.1763,5458859.892000001,49.28241644924895,-123.13247735217719
2018-03-29,2018,3,29,Thursday,489935.751,5459186.3803,49.2853463388714,-123.1383900850847
2019-06-18,2019,6,18,Tuesday,489371.2063,5458167.6272,49.27617294670036,-123.14612584451977
2019-07-27,2019,7,27,Saturday,489371.2063,5458167.6272,49.27617294670036,-123.14612584451977
2020-09-06,2020,9,6,Sunday,494945.8412,5458009.0578,49.274818091541874,-123.06948322871
2018-05-11,2018,5,11,Friday,494945.8632,5458011.0862,49.2748363375459,-123.06948295188853
2020-04-19,2020,4,19,Sunday,489262.6288,5458146.9779,49.27598530566829,-123.14761802064291
2020-08-19,2020,8,19,Wednesday,490308.7504,5458778.1328,49.28168012085223,-123.13325121589354
2018-02-05,2018,2,5,Monday,490419.5195,5458678.186000001,49.28078283044293,-123.13172579004461
2018-09-12,2018,9,12,Wednesday,490422.4978,5458675.1475,49.2807555453448,-123.13168476756758
2018-06-07,2018,6,7,Thursday,490430.8588,5458653.5542,49.28056144125338,-123.1315692925577
2018-01-02,2018,1,2,Tuesday,490439.7935,5458644.4386,49.280479584841665,-123.13144622882014
2019-07-05,2019,7,5,Friday,490445.6231,5458638.4909,49.28042617551687,-123.13136593396783
2018-04-29,2018,4,29,Sunday,490448.7283,5458635.3231,49.280397729198455,-123.13132316411742
2019-05-24,2019,5,24,Friday,490448.7283,5458635.3231,49.280397729198455,-123.13132316411742
2019-07-17,2019,7,17,Wednesday,489715.3524,5459422.9860000005,49.28747097113314,-123.14142678928016
2018-07-08,2018,7,8,Sunday,489786.1324,5459493.8933,49.28810997926181,-123.14045529050733
2020-06-18,2020,6,18,Thursday,489800.4225,5459521.3999,49.28835764361419,-123.14025948368999
